Date,AALI.JK,BISI.JK,CPIN.JK,JPFA.JK,ICBP.JK,INDF.JK,^JKSE
2023-01-02,,,,,,,
2023-01-03,0.021739149328377172,0.0031348141319575973,0.017621110046247113,0.014925360043503533,0.0024631724335413274,-0.003690007657552008,0.00551364977729385
2023-01-04,-0.01215803467399268,-0.00937496443589636,-0.017315983200708374,0.007353042845525737,-0.007371042514609405,0.014814866212817357,-0.010962650310004651
2023-01-05,-0.024615415305258903,-0.01892746206578022,0.030836871820621337,-0.010949001777417977,0.01237608359310749,0.0,-0.023395327040581115
2023-01-06,0.00946376208231614,-0.0032155438046371776,0.025641206343726575,0.018450168498600705,-0.004889788915009463,0.014598506670917999,0.004616474301951667
2023-01-09,0.0031249401033104363,-0.009677383531680128,0.04166662576655367,-0.003623078862246998,0.002456908220084486,0.0,0.0005545663889086061
2023-01-10,-0.003115205273421573,0.0,0.0,-0.010909187263785869,0.0,-0.03956827644324867,-0.0098330601339639
2023-01-11,-0.009375038944235303,0.0,-0.003999970530500718,0.0,0.03186279431724914,0.0,-0.005744945873582319
2023-01-12,0.006309101153741725,0.0,0.0,-0.033088098676324784,-0.007125925041250314,-0.007490747591840985,0.006907324901223255
2023-01-13,-0.0062695459541290965,-0.00977195044397905,-0.004016120561542991,0.011406720917140456,0.0,0.01132083735347833,0.0017942857269110934
2023-01-16,0.00946376208231614,0.0065789849274646706,-0.0040322284660027075,-0.011278075062420956,-0.0047847121946096305,0.0,0.006959986967070897
2023-01-17,0.0031249401033104363,0.029411652585296544,-0.008097193022220006,0.0,-0.00480761207145064,0.0186566521622078,0.011854371653179374
2023-01-18,0.009345906424548689,0.0031748021687285632,0.0,-0.01901149944849434,0.012077248392654782,0.018315040080234102,-0.0002295896132562536
2023-01-19,0.003086360437579483,0.0,-0.012244895461599126,0.0038759654609270555,0.002386646389263447,-0.010791445246948972,0.00799923211990472
2023-01-20,-0.006153943522440031,0.0031644845915612674,-0.016528804207814662,0.011583001070697652,0.0,0.0,0.00806813406008522
2023-01-24,0.0,0.003154591969576348,0.004201649290425102,0.0038169026152090613,-0.00952385548175605,0.007272836032191865,-0.0020476057324153585
2023-01-25,0.003096132823101838,0.0,-0.01673654602444863,0.0,0.002403961524591214,-0.018050562061875053,-0.0045072855518268895
2023-01-26,0.009259225269474314,0.0,0.012766137778304376,0.02281355355425352,-0.033573197779897423,-0.014705849001403815,0.005108060319007457
2023-01-27,0.0,-0.0031446718131277196,-0.016806957107668552,-0.0037174688705400305,-0.0074442045791970335,0.0,0.0049765465856499436
2023-01-30,-0.006116233250428538,-0.0063092736908304525,0.004273564898869209,0.0037313400108758277,0.010000048512525117,0.014925338779794295,-0.0038411469991074254
2023-01-31,0.01230767177417924,0.0,-0.008510576248325408,0.003717578098631602,0.0,-0.011029323753704579,-0.0048220082912482365
2023-02-01,-0.003039597274094863,0.009523954898480458,0.00858362786778133,-0.007407508976036925,0.027227746814797893,-0.011152581171528064,0.0033506171069663804
2023-02-02,0.00609758698802243,0.04402513697547317,-0.012765864372488056,0.011194020032627483,-0.012048146450197916,-0.007518737579069179,0.004126042130357499
2023-02-03,-0.012121122177983001,0.03915659088513479,0.004310312995263299,0.007380175821421142,0.021951113053364724,0.015151567601098925,0.0030708853972865047
2023-02-06,0.003067497389980467,-0.026087022495728363,-0.004291813933890665,0.003663000114838777,-0.019093068197056917,-0.0037313133824135036,-0.005489350329740406
2023-02-07,-0.006116233250428538,0.00892870751571162,0.008620533676789721,-0.0036496315141831825,0.0,0.0,0.00894844860502464
2023-02-08,0.009230664134509237,0.0,-0.017093893496498813,0.007326000229677554,0.004866098614170644,0.018726526701896784,0.0006954625818882398
2023-02-09,-0.006097444786833273,0.0,0.008695681323416027,-0.02181826768264794,-0.002421214976095376,-0.003676525247699236,-0.006161098694792644
2023-02-10,0.006134851706388389,0.0,0.008620533676789721,0.01115240661161998,0.0,0.01845020690059851,-0.002469947905266112
2023-02-13,-0.0030486512928220577,-0.005899822116548714,-0.017093893496498813,-0.01102940223323201,-0.0024271961519887197,-0.025362200070527807,0.0028793731904119824
2023-02-14,-0.006116233250428538,0.008902128257376463,0.013043475426890216,0.0,0.002433101767235657,0.003717357190735182,0.006045506746742202
2023-02-15,0.006153871765539831,0.055882336205127725,0.0,-0.01858723512460847,0.0,-0.011111022731619014,-0.003935100143709014
2023-02-16,0.02446471904765901,-0.002785531214782644,-0.004291813933890665,-0.0037878749936699485,-0.00970878460795499,-0.0112360358183351,-0.0027296145025053065
2023-02-17,0.0,-0.01955302556355798,0.0,0.00380227754570428,0.014705953850319808,0.0,7.2226093164040606e-06
2023-02-20,0.0,-0.005698038028746022,0.017241251981052752,0.0075756386905487805,0.0,0.0037878486293680957,-0.00014459276177980485
2023-02-21,-0.011940209982234995,0.0057306917281438885,-0.008474605495475629,-0.00751867988828514,-0.00483094102106385,-0.015094306112565903,-0.0030910641215038392
2023-02-22,0.006042180277471942,0.00284893795658836,-0.02136736687062346,0.0037878749936699485,-0.007281693121604538,0.011494248848894495,-0.009229343200584994
2023-02-23,-0.006005891597711588,-0.005681769960859229,-0.004366873486738032,0.007547051403262284,0.0,-0.003787935171181478,0.004329877777103697
2023-02-24,0.012084501467285014,-0.014285714285714235,-0.01315779833163222,-0.018726575273965707,-0.004889788915009463,0.0,0.002503426451621049
2023-02-27,0.0,-0.00869570165440503,0.0,0.0,-0.012285070857682268,0.0038023381817127166,-0.0002624219962188423
2023-02-28,-0.008955053064312546,-0.008771813795162564,-0.044444495210159585,0.026717533281686245,0.0074626153211614366,-0.01893932968865375,-0.0016832183134152245
2023-03-01,0.009035970661070092,0.011799392451850022,0.04186045538664085,-0.01486976625406844,-0.022222118113643385,-0.030888047576882016,0.0002480208103445847
2023-03-02,0.0,-0.01749281003767844,-0.031250056768828194,-0.02641517885703537,-0.005050529249294056,-0.003984122856258376,0.0018231001490967014
2023-03-03,-0.0029849480731950484,-0.005934667746408384,-0.02764976503710237,-0.007752044806953351,-0.012690306995347123,0.004000059585077764,-0.006384156179022105
2023-03-06,-0.005987978796889615,0.002985006683503544,-0.004739301857353273,-0.023437366394914227,0.0025705954871078074,-0.003984122856258376,-0.0009738198051399971
2023-03-07,-0.01807236278582436,0.005952499902622144,-0.023809450963306666,0.003999996239058667,0.0230770353478571,0.0,-0.005912025604383309
2023-03-08,-0.01533748694990178,0.03550290628156305,0.014634037792374377,-0.02788847862849253,-0.017543943076048785,-0.015999872787686997,0.0014205185044073865
2023-03-09,0.00311527792449251,-0.00571423694065798,-0.03365390902210019,0.0,0.0,0.0,0.0034568366665932437
2023-03-10,0.006211278640823492,0.0,-0.008955095064974938,0.008196653698892442,-0.005102065511489173,-0.004065193552937885,-0.005072677111413348
2023-03-13,0.003086360437579483,-0.008620738286227225,0.00200814633514379,-0.03658533526524321,-0.010256349584743862,0.0,0.0032006436797138438
2023-03-14,-0.015384607656949156,0.002898567218134973,-0.008016165165900091,0.0,0.0,0.008163387106249864,-0.02138530631343849
2023-03-15,-0.0062500259628235355,0.00867048719696406,0.010100935805450684,-0.02531630974954946,-0.0336788065461352,-0.012145836243170116,-0.0020591901376481037
2023-03-16,-0.00943400169979236,-0.037249333188332345,-0.039999815815613404,-0.06493518965354517,0.008042934495344989,0.008196843344502991,-0.00941579477583765
2023-03-17,0.0,0.00892870751571162,0.03541655814194211,0.0416666298253634,0.015957408986262633,-0.004065193552937885,0.017135767517927114
2023-03-20,0.0,0.008849439430034467,-0.010060288040706578,-0.013333322015684601,0.007853441262366534,0.01224489415292962,-0.00984490125742954
2023-03-21,0.0031746165713948393,0.0,0.010162525979279247,-0.013513369534956077,0.007792133315606575,-0.012096770478824181,0.011965326626486528
2023-03-24,0.006329140548322343,-0.005847903593738324,0.031187173025017723,0.03652957652449307,0.02835065410223714,0.032653082158886626,0.010556959766043317
2023-03-27,0.015723189493408674,-0.008823579619910982,-0.024390376403674474,0.02202641176070852,0.0,0.007905075519397675,-0.00788506340052808
2023-03-28,-0.009287820859525175,0.01186950434316869,0.01500021202621249,0.008620682012615344,0.012531279835672926,0.0,0.0076606844521009965
2023-03-29,0.012500051925647071,0.0029324845228360097,0.004926071474879112,-0.01282037598617669,-0.012376190331331416,-0.003921448111727899,0.011701785578085433
2023-03-30,0.0,0.0,-0.004901924245680367,-0.004329127120267451,-0.010025218404961289,0.007873952712928345,-0.004457218859062473
2023-03-31,0.0,-0.00292391020142424,-0.016748769616271364,-0.02173917486934751,0.0101267411971937,-0.03125001952261652,-0.0005396303062690233
2023-04-03,0.024691387349211613,0.0058651359153636395,-0.03406835323488411,0.0,0.0,-0.004032133992728393,0.0032177896188239075
2023-04-04,-0.0030121307082514592,0.0,-0.022821544268270655,-0.004444375377767318,0.022556282089053248,0.028340037905731474,0.0008793414758661022
2023-04-05,-0.009063552240890171,-0.008746405018839276,-0.03184701501232767,-0.013392976016783575,-0.007352976925159904,-0.011811019018359903,-0.0019761548036282273
2023-04-06,0.003048864594605849,-0.0058823027330302535,-0.03070173790644337,0.0,-0.004938189317096886,-0.003984122856258376,-0.003945887265805359
2023-04-10,0.01215796378951528,0.0059171089592326975,0.02488683808897818,0.0180995995490274,0.0,0.011999995978921207,-0.0031695889676969236
2023-04-11,-0.006005891597711588,-0.0029411095263932596,-0.011037564121823662,-0.013333322015684601,0.0124069006289107,0.003952628064201047,0.005919023984803484
2023-04-12,-0.009063552240890171,-0.01769913064131623,0.0022322100833869207,-0.00900886890565078,-0.0147058481585427,-0.011811019018359903,-0.0018131740395457285
2023-04-13,-0.007105651217455433,-0.00900905981074518,0.008908655559471512,-0.00909096676288279,0.019900593574463832,0.0,-0.00196584699041491
2023-04-14,0.003194926157075839,0.0,-0.008829992200365622,0.004587219026179756,0.0,0.003984031832203971,0.004859715166794398
2023-04-17,0.0,0.018181749209011278,0.011135834355231689,0.02392333969749738,-0.002439246286360053,0.0039682223082109225,-0.004545259244194577
2023-04-18,0.003184751112442985,0.0,-0.022026445485669233,-0.004672903319219102,-0.0024448944575047316,0.003952628064201047,0.005042310722533916
2023-04-26,-0.025396840757217598,0.0,0.024774676048489486,0.009389683722672348,0.0,0.023622038036719806,0.012949624942586668
2023-04-27,-0.0032574405250803684,0.0,0.01758235990890089,-0.01395344135956944,0.0049020903085501555,-0.011538457144800396,0.005112782443673414
2023-04-28,0.00980403862109136,0.0,-0.008639223185733624,-0.018868014370326702,0.03170725678925468,0.003891019451718991,-0.004284980031055263
2023-05-02,-0.0032362842182327434,-0.06845226704240426,0.008714509780683333,0.0048077661945133965,-0.016548542646622977,0.007751964756760543,-0.007578978642536427
2023-05-03,-0.003246718987247821,-0.041533598599869714,0.02591801648144565,0.02870810347901842,0.03365390645561783,0.02307682641637787,-0.00736957103571545
2023-05-04,-0.016286618553765564,0.023333276430767658,0.012631734382229975,0.03255811678688847,0.004651185179747497,-0.003759368789534645,0.004595033633865819
2023-05-05,-0.006622594706065632,0.02931612935751815,-0.004158128894315105,-0.0225224892382776,0.0069443778977746895,0.01132083735347833,-0.008240177498527235
2023-05-08,0.01333341701133417,-0.03481014082843281,-0.02296447462418061,-0.023041439818627052,0.013793071315965078,0.026119278927034806,-0.002651882574777664
2023-05-09,0.0032894387597410812,0.003278613592435864,0.0,0.0,-0.0022674869997673097,-0.007272669871898674,0.0015287570783002469
2023-05-10,0.006557381145216201,0.0,0.0,0.004716920925440737,-0.009090854742628274,0.010989007310382881,0.004708687161240288
2023-05-11,-0.006514662023297202,-0.009803977173145628,0.002136759226007312,0.02347420930668065,0.006880667706347765,-0.014492721231356032,-0.008216027475451027
2023-05-12,-0.0032786538287570277,0.02640269759487124,0.01066090194353908,0.018348583140982422,-0.009111661168007656,-0.011029323753704579,-0.007130735180083558
2023-05-15,0.0,-0.0032155438046371776,0.06012650363701355,0.05855857306707546,0.01149430870630197,0.0,0.0005929026819220251
2023-05-16,-0.016447414987011855,-0.012903116856679997,-0.008955095064974938,-0.008510709129507577,0.0,0.014869768495822555,-0.0052410058051844954
2023-05-17,-0.013378009907926702,0.013071783608100462,0.004015970128312674,0.008583763039977432,0.0,-0.0036629745405317715,-0.002014538523606446
2023-05-19,0.0033898709446591457,-0.0064514666499997375,-0.005999913476171903,-0.00425538439528117,-0.004545574378958861,0.022058815500338058,0.005620084981324602
2023-05-22,0.0,0.01298699379235524,0.021126884984311145,0.03846159146417194,0.004566330976049526,-0.007194269436768708,0.00434082121592394
